,Q,A
1975,서울 성북구 종암동,"병원명은 서울가정의학과의원 주소는 서울특별시 성북구 종암로27길 13, 302호 (종암동, 도원프라자) 전화번호는 02-953-8575 입니다."
1976,서울 성북구 동소문동,"병원명은 서울경희통합의원 주소는 서울특별시 성북구 동소문로 40, 2, 3층 (동소문동3가) 전화번호는 02-745-8275 입니다."
1977,서울 성북구 석관동,"병원명은 서울성모의원 주소는 서울특별시 성북구 돌곶이로 59, 3층 (석관동) 전화번호는 02-966-1002 입니다."
1978,서울 성북구 장위동,"병원명은 서호종의원 주소는 서울특별시 성북구 화랑로 201, 지상1,2층 (장위동) 전화번호는 02-909-2953 입니다."
1979,서울 성북구 돈암동,"병원명은 성북성심신경과의원 주소는 서울특별시 성북구 동소문로 181, (돈암동) 전화번호는 02-927-3752 입니다."
1980,서울 성북구 돈암동,"병원명은 성북성심의원 주소는 서울특별시 성북구 동소문로 181, 지하1, 지상2,3층 (돈암동, 성북성심빌딩) 전화번호는 02-927-5100 입니다."
1981,서울 성북구 돈암동,"병원명은 성북성심정형외과의원 주소는 서울특별시 성북구 동소문로 181, (돈암동, 지하1층일부, 지하2층, 지상2층일부, 지상5층, 지상7층일부) 전화번호는 02-927-5004 입니다."
1982,서울 성북구 하월곡동,"병원명은 성북우리아이들병원 주소는 서울특별시 성북구 동소문로46길 10, (하월곡동) 전화번호는 02-912-0100 입니다."
1983,서울 성북구 종암동,"병원명은 세조의원 주소는 서울특별시 성북구 종암로 93, 2층 (종암동) 전화번호는 02-923-4159 입니다."
1984,서울 성북구 종암동,"병원명은 송내과의원 주소는 서울특별시 성북구 종암로21길 3, (종암동, 용진빌딩) 전화번호는 02-927-2926 입니다."
1985,서울 성북구 길음동,"병원명은 수이비인후과의원 주소는 서울특별시 성북구 숭인로 50, 142동 2303호 (길음동, 래미안길음센터피스) 전화번호는 02-982-7773 입니다."
1986,서울 성북구 정릉동,"병원명은 숨편한인광호내과의원 주소는 서울특별시 성북구 보국문로 68-1, 3층 (정릉동) 전화번호는 02-942-3375 입니다."
1987,서울 성북구 종암동,"병원명은 스타이비인후과 의원 주소는 서울특별시 성북구 종암로 122, 3층 (종암동, 시원빌딩) 전화번호는 02-909-8235 입니다."
1988,서울 성북구 돈암동,"병원명은 아리랑가정의원 주소는 서울특별시 성북구 아리랑로 89, 상가동 205,206,207호 (돈암동, 일신건영휴먼빌아파트) 전화번호는 02-922-5575 입니다."
1989,서울 성북구 종암동,"병원명은 아산키즈소아청소년과의원 주소는 서울특별시 성북구 종암로 122, 2층 (종암동, 시원빌딩) 전화번호는 070-7728-3995 입니다."
1990,서울 성북구 정릉동,"병원명은 아이사랑소아청소년과의원 주소는 서울특별시 성북구 보국문로 50, 304호 (정릉동, 청수프라자) 전화번호는 02-911-7501 입니다."
1991,서울 성북구 길음동,"병원명은 아이＆I소아청소년과의원 주소는 서울특별시 성북구 길음로13길 22, (길음동,두산위브상가 지하1층 211,212,213호) 전화번호는 02-943-1333 입니다."
1992,서울 성북구 하월곡동,"병원명은 에스메디센터내과외과의원 주소는 서울특별시 성북구 오패산로 99, 2~6층 301,302,401,402,501,601,701호 (하월곡동) 전화번호는 02-6925-0700 입니다."
1993,서울 성북구 안암동,"병원명은 에이치엔비의원(하모니 앤 벨런스) 주소는 서울특별시 성북구 인촌로 89, 지상2,3층 (안암동5가) 전화번호는 02-923-5905 입니다."
1994,서울 성북구 하월곡동,"병원명은 에프엠성모의원 주소는 서울특별시 성북구 종암로 167, 4층 404호 (하월곡동, 동일하이빌뉴시티) 전화번호는 0507-1311-8801 입니다."
1995,서울 성북구 정릉동,"병원명은 엔젤소아청소년과의원 주소는 서울특별시 성북구 솔샘로25길 20, 상가동 309호 (정릉동, 풍림아이원아파트) 전화번호는 02-911-0009 입니다."
1996,서울 성북구 정릉동,"병원명은 연세가정의학과의원 주소는 서울특별시 성북구 보국문로 168, (정릉동) 전화번호는 02-919-5455 입니다."
1997,서울 성북구 석관동,"병원명은 연세다나아마취통증의학과의원 주소는 서울특별시 성북구 한천로76다길 46, 4층 (석관동) 전화번호는 02-959-7575 입니다."
1998,서울 성북구 석관동,"병원명은 연세속편한의원 주소는 서울특별시 성북구 화랑로 248, 501~503호 (석관동, 장위뉴타워) 전화번호는 02-967-3333 입니다."
1999,서울 성북구 장위동,"병원명은 연세이너힐의원 주소는 서울특별시 성북구 월계로40길 7, 센트럴타운 2,3층 202,205,301호 (장위동) 전화번호는 02-3292-8275 입니다."
2000,서울 성북구 동소문동,"병원명은 연세이비인후과의원 주소는 서울특별시 성북구 동소문로 12, (동소문동2가) 전화번호는 02-766-7582 입니다."
2001,서울 성북구 정릉동,"병원명은 열린산부인과의원 주소는 서울특별시 성북구 정릉로36길 28-5, 열린산부인과 (정릉동) 전화번호는 02-919-1446 입니다."
2002,서울 성북구 정릉동,"병원명은 열린소아청소년과의원 주소는 서울특별시 성북구 정릉로 306, 1층 (정릉동) 전화번호는 02-915-8899 입니다."
2003,서울 성북구 성북동,"병원명은 영라인의원 주소는 서울특별시 성북구 성북로6길 4, (성북동) 전화번호는 02-764-9544 입니다."
2004,서울 성북구 정릉동,"병원명은 오이비인후과의원 주소는 서울특별시 성북구 보국문로 43, 2층 (정릉동) 전화번호는 02-911-8270 입니다."
2005,서울 성북구 하월곡동,"병원명은 온누리산부인과의원 주소는 서울특별시 성북구 오패산로 10, (하월곡동) 전화번호는 02-919-2321 입니다."
2006,서울 성북구 동소문동,"병원명은 요셉이비인후과의원 주소는 서울특별시 성북구 동소문로 94, 2층 201호 (동소문동5가) 전화번호는 02-926-0759 입니다."
2007,서울 성북구 하월곡동,"병원명은 용가정의학과의원 주소는 서울특별시 성북구 오패산로 16, 2층 (하월곡동) 전화번호는 02-919-7583 입니다."
2008,서울 성북구 삼선동,"병원명은 우리가정의학과의원 주소는 서울특별시 성북구 삼선교로10길 37, 지상2층 (삼선동2가) 전화번호는 02-743-4735 입니다."
2009,서울 성북구 하월곡동,"병원명은 우리들이비인후과의원 주소는 서울특별시 성북구 월계로 52, (하월곡동) 전화번호는 02-941-5075 입니다."
2010,서울 성북구 장위동,"병원명은 우리봄소아청소년과의원 주소는 서울특별시 성북구 월계로40길 7, 2층 208호 (장위동, 센트럴타운) 전화번호는 02-943-1255 입니다."
2011,서울 성북구 정릉동,"병원명은 우리의원 주소는 서울특별시 성북구 서경로 27, 예닮빌딩 2층 (정릉동) 전화번호는 정보없음 입니다."
2012,서울 성북구 하월곡동,"병원명은 월곡바른재활의학과의원 주소는 서울특별시 성북구 화랑로11길 26, 2층 201,202,214,216호 (하월곡동, 월곡갑을명가) 전화번호는 02-6284-7575 입니다."
2013,서울 성북구 하월곡동,"병원명은 월곡순정형외과의원 주소는 서울특별시 성북구 화랑로 91, 2,3층 (하월곡동, 동원빌딩) 전화번호는 02-909-6002 입니다."
2014,서울 성북구 종암동,"병원명은 의료법인서광의료재단 성북중앙병원 주소는 서울특별시 성북구 종암로 72, (종암동) 전화번호는 02-919-3404 입니다."
2015,서울 성북구 삼선동,"병원명은 이라소아청소년과의원 주소는 서울특별시 성북구 보문로 183, 2층 (삼선동4가, 논현빌딩) 전화번호는 02-928-8288 입니다."
2016,서울 성북구 길음동,"병원명은 이상구내과의원 주소는 서울특별시 성북구 길음로9길 50, 상가동 128,129호 (길음동, 정릉길음9단지 래미안아파트) 전화번호는 02-919-6688 입니다."
2017,서울 성북구 동소문동,"병원명은 이솜이비인후과의원 주소는 서울특별시 성북구 아리랑로 9, 2층 (동소문동6가) 전화번호는 02-921-5575 입니다."
2018,서울 성북구 길음동,"병원명은 이인숙산부인과 제일검진의원 주소는 서울특별시 성북구 동소문로 305, 2~3층 (길음동) 전화번호는 02-389-2822 입니다."
2019,서울 성북구 동소문동,"병원명은 이지현내과의원 주소는 서울특별시 성북구 아리랑로 15, (동소문동6가) 전화번호는 02-922-9494 입니다."
2020,서울 성북구 석관동,"병원명은 인선소아과의원 주소는 서울특별시 성북구 돌곶이로 47, (석관동) 전화번호는 02-962-2955 입니다."
2021,서울 성북구 장위동,"병원명은 장대환내과의원 주소는 서울특별시 성북구 장월로 88-1, (장위동) 전화번호는 02-909-3980 입니다."
2022,서울 성북구 장위동,"병원명은 장위성모정형외과의원 주소는 서울특별시 성북구 장위로 105-1, 201호 (장위동) 전화번호는 02-942-7582 입니다."
2023,서울 성북구 보문동,"병원명은 정가정의학과의원 주소는 서울특별시 성북구 보문로 99, 2층 (보문동5가, 영광빌딩) 전화번호는 02-929-9663 입니다."
2024,서울 성북구 정릉동,"병원명은 정릉성모내과의원 주소는 서울특별시 성북구 보국문로 14, 3층 (정릉동) 전화번호는 02-910-8858 입니다."
2025,서울 성북구 정릉동,"병원명은 정릉아산내과의원 주소는 서울특별시 성북구 보국문로 33, 3층 302,303호 (정릉동) 전화번호는 02-910-7010 입니다."
2026,서울 성북구 동소문동,"병원명은 정시전내과의원 주소는 서울특별시 성북구 동소문로 3-1, 지상3층 (동소문동1가) 전화번호는 02-3676-1770 입니다."
2027,서울 성북구 장위동,"병원명은 좋은이비인후과의원 주소는 서울특별시 성북구 돌곶이로27길 79, 지상2층 (장위동) 전화번호는 02-943-8866 입니다."
2028,서울 성북구 동소문동,"병원명은 중앙내과의원 주소는 서울특별시 성북구 동소문로 59, (동소문동4가,3층) 전화번호는 02-928-0109 입니다."
2029,서울 성북구 상월곡동,"병원명은 중앙의원 주소는 서울특별시 성북구 장월로1길 17, 1층 (상월곡동) 전화번호는 02-911-1199 입니다."
2030,서울 성북구 길음동,"병원명은 중앙정형외과의원 주소는 서울특별시 성북구 길음로 20, 5층 (길음동, 길음뉴타운. 상가동5층) 전화번호는 02-912-2326 입니다."
2031,서울 성북구 동선동,"병원명은 지인산부인과의원 주소는 서울특별시 성북구 동소문로 106, 유타몰 6층 (동선동1가) 전화번호는 02-923-8888 입니다."
2032,서울 성북구 장위동,"병원명은 참이비인후과의원 주소는 서울특별시 성북구 장월로 146, 2층 (장위동) 전화번호는 02-942-7512 입니다."
2033,서울 성북구 동소문동,"병원명은 최강식내과의원 주소는 서울특별시 성북구 동소문로 92, 5,6층 (동소문동5가) 전화번호는 02-926-6111 입니다."
2034,서울 성북구 장위동,"병원명은 최준내과의원 주소는 서울특별시 성북구 돌곶이로 174-1, (장위동) 전화번호는 02-915-7812 입니다."
2035,서울 성북구 안암동,"병원명은 크림슨내과의원 주소는 서울특별시 성북구 개운사길 19, 만석가 빌딩 2층 (안암동5가) 전화번호는 정보없음 입니다."
2036,서울 성북구 정릉동,"병원명은 튼튼소아과의원 주소는 서울특별시 성북구 정릉로31길 6, (정릉동) 전화번호는 02-919-7557 입니다."
2037,서울 성북구 안암동,"병원명은 학교법인 고려중앙학원 고려대학교의과대학부속병원(안암병원) 주소는 서울특별시 성북구 고려대로 73, 고려대병원 (안암동5가) 전화번호는 02-920-6359 입니다."
2038,서울 성북구 정릉동,"병원명은 한소아과의원 주소는 서울특별시 성북구 아리랑로 117-5, 2층 (정릉동) 전화번호는 02-942-7578 입니다."
2039,서울 성북구 정릉동,"병원명은 한솔내과의원 주소는 서울특별시 성북구 보국문로18길 1, 4층 401호 (정릉동) 전화번호는 02-943-8370 입니다."
2040,서울 성북구 종암동,"병원명은 해맑은이비인후과의원 주소는 서울특별시 성북구 종암로 115, 지상4층 (종암동) 전화번호는 02-922-1282 입니다."
